idn,Haupttitel,Verlagsname,Erscheinungsort,author.name,author.vorname,sprache.text,sprache.original,lat,long
572235879,Sinn und Schicksal des russischen Kommunismus,Vita-Nova-Verl.,Luzern,Berdjaev,Nikolaj,ger,NA,47.0505452,8.3054682
572235933,Von der Würde des Christentums und der Unwürde der Christen,Vita-Nova-Verl.,Luzern,Berdjaev,Nikolaj,ger,NA,47.0505452,8.3054682
572236611,Ein @Hundeleben,Kittl,Leipzig,Berend,Alice,ger,NA,51.3406321,12.3747329
572236638,Rücksicht auf Marta,Rascher,Zürich,Berend,Alice,ger,NA,47.3744489,8.5410422
572236638,Rücksicht auf Marta,Rascher,Leipzig,Berend,Alice,ger,NA,51.3406321,12.3747329
572236638,Rücksicht auf Marta,Rascher,Stuttgart,Berend,Alice,ger,NA,48.7784485,9.1800132
572236638,Rücksicht auf Marta,Rascher,Wien,Berend,Alice,ger,NA,48.2083537,16.3725042
572236654,"""Spießbürger""",Humanitas-Verl.,Zürich,Berend,Alice,ger,NA,47.3744489,8.5410422
572236786,Grundformen volkstümlicher Erzählerkunst in d. Kinder- u. Hausmärchen der Brüder Grimm,W. @Gente,Hamburg,Brendsohn,Walter Artur,ger,NA,53.550341,10.000654
572236824,Der @lebendige Heine im germanischen Norden,Schønberg,Kopenhagen,Berendsohn,Walter A.,ger,NA,55.6867243,12.5700724
572236832,Der @Impressionismus Hofmannsthals als Zeiterscheinung,Gente,Hamburg,Berendsohn,Walter A.,ger,NA,53.550341,10.000654
572236840,Der @neuentdeckte Joseph als Knabendichtung Goethes,Gente,Hamburg,Berendsohn,Walter A.,ger,NA,53.550341,10.000654
572236859,Goethes Knabendichtung,W. @Gente,Hamburg,Berendsohn,Walter A.,ger,NA,53.550341,10.000654
572236867,Noch ein Stück Knabendichtung Goethes,W. @Gente,Hamburg,Berendsohn,Walter A.,ger,NA,53.550341,10.000654
572236875,"Zur Methode der Reimuntersuchung im Streit um Goethes ""Joseph""",W. @Gente,Hamburg,Berendsohn,Walter A.,ger,NA,53.550341,10.000654
572236921,"Zur Vorgeschichte des ""Beowulf""",Levin & Munksgaard,Kopenhagen,Berendsohn,Walter A.,ger,NA,55.6867243,12.5700724
57224410X,Der @barmherzige Hügel,Büchergilde Gutenberg,Zürich,Berger,Lore,ger,NA,47.3744489,8.5410422
572245378,Was ist Rasse?,Gsur,Wien,Berger,Walter,ger,NA,48.2083537,16.3725042
572246811,Bergkameraden,Orell Füssli,Zürich,NA,NA,ger,NA,47.3744489,8.5410422
572247583,Durch Korea,A. @Müller,Zürich,Bergman,Sten,ger,NA,47.3744489,8.5410422
572248903,Das @Judentum,Mass,Berlin,Bergmann,Judah,ger,NA,52.5170365,13.3888599
572255381,Bericht der Moaza,Hechaluz,Berlin,NA,NA,ger,NA,52.5170365,13.3888599
572255489,Bericht über Palästina,Schocken,Berlin,NA,NA,ger,NA,52.5170365,13.3888599
572256299,Zur Geschichte der bolschewistischen Organisationen in Transkaukasien,Verlagsgen. ausländ. Arbeiter in d. UdSSR,Moskau,Berija,Lavrentij Pavlovič,ger,NA,55.7504461,37.6174943
572257198,Mein Rebbe ...,Editions Union,Genève,Berḳovits,Zekharyah,ger,NA,46.2017559,6.1466014
572261039,Erinnerungen und Briefe,Polygraph. Verl.,Zürich,Bernstorff,Johann Heinrich,ger,NA,47.3744489,8.5410422
572277008,Zum 50jährigen Bestehen des Ordens Bne Briss in Deutschland,Kauffmann,Frankfurt a. M.,NA,NA,ger,NA,50.1106444,8.6820917
572284233,Deutsche und Juden,Soziolog. Verl.-Anst.,[Prag],Bienenfeld,Franz Rudolf,ger,NA,50.0874654,14.4212535
57228425X,Die @Religion der religionslosen Juden,Saturn-Verl.,Wien,Bienenfeld,Franz Rudolf,ger,NA,48.2083537,16.3725042
572284705,Europa und die Weltpolitik,Verl.-Anst. Graphia,Karlsbad,Bienstock,Gregory,ger,NA,50.2306147,12.8699868
572284748,Zwischen den Weltkriegen,Zentralstelle für das Bildungswesen,Prag,Bienstock,Gregory,ger,NA,50.0874654,14.4212535
57228702X,Revolution der Weltpolitik,[Helene @Bloch],[Prag],Bloch,Joseph,ger,NA,50.0874654,14.4212535
572294921,Tagebuch des SA-Mannes Willi Schröder,Verlagsgenossenschaft Ausländischer Arbeiter in d. UdSSR,Moskau,Born,Georg,ger,NA,55.7504461,37.6174943
572304994,Kedem-Taschen-Wörterbuch,Verl. Kedem,Berlin,Bräudo,Ephraim,ger,NA,52.5170365,13.3888599
572304994,Kedem-Taschen-Wörterbuch,Verl. Kedem,Berlin,Bräudo,Ephraim,heb,NA,52.5170365,13.3888599
572312431,Die @Ernte,Rothschild,Jerusalem,NA,NA,ger,NA,31.79592425,35.21198075969497
572314574,"Eine @Nacht, ein Leben",Editorial Cosmopolita,Buenos Aires,Dauber,Doris,ger,NA,-34.6075682,-58.4370894
57231678X,"Elizabeth, Königin von England",Bermann-Fischer,Wien,NA,NA,ger,NA,48.2083537,16.3725042
572323506,Aber ich wollte nicht feige sein!,Verlagsgenossenschaft Ausländischer Arbeiter in d. UdSSR,Moskau,Erpenbeck,Fritz,ger,NA,55.7504461,37.6174943
572323506,Aber ich wollte nicht feige sein!,Verlagsgenossenschaft Ausländischer Arbeiter in d. UdSSR,Leningrad,Erpenbeck,Fritz,ger,NA,59.938732,30.316229
572323530,Emigranten,Meshdunarodnaja Kniga (Das Internationale Buch),Moskva,Erpenbeck,Fritz,ger,NA,55.7504461,37.6174943
572323557,Gründer,Meshdunarodnaja Kniga,Moskau,Erpenbeck,Fritz,ger,NA,55.7504461,37.6174943
572350783,Das @Mädchen von Sankt Helena,Tal,Leipzig,Bermann,Richard A.,ger,NA,51.3406321,12.3747329
572350783,Das @Mädchen von Sankt Helena,Tal,Wien,Bermann,Richard A.,ger,NA,48.2083537,16.3725042
572355106,Die @deutsche Tragödie,Orbis-Verl.,Prag,Bernhard,Georg,ger,NA,50.0874654,14.4212535
572376073,Der @deutsche Roman von heute,Lüthy,Solothurn,Bettex,Albert,ger,NA,47.2081355,7.5384045
572377266,Sudeten-Deutsche wohin?,[s.n.] @,[S.l.] @,Beuer,Gustav,ger,NA,35.575253849999996,-78.74237343499374
572379323,Der @Beveridgeplan,Europa Verl.,Zürich,Beveridge,William Henry,ger,NA,47.3744489,8.5410422
572379323,Der @Beveridgeplan,Europa Verl.,New York,Beveridge,William Henry,ger,NA,40.7127281,-74.0060152
572385390,Die @hebraeische Universitaet,Gesellschaft d. Freunde d. Hebr. Univ. in Erez Israel,Jerusalem,Byaliḳ,Ḥayim Naḥman,ger,NA,31.79592425,35.21198075969497
572392559,Probleme und Ziele des Denkens,Humanitas-Verl.,Zürich,Bickel,Lothar,ger,NA,47.3744489,8.5410422
572392915,Der @Gott der Makkabäer,Schocken,Berlin,Bickerman,Elias J.,ger,NA,52.5170365,13.3888599
572400551,Eroberung des Himmels,Aeroverl.,Zürich,Bihalji-Merin,Oto,ger,NA,47.3744489,8.5410422
572400578,Spanien zwischen Tod und Geburt,Jean @Christophe-Verl.,Zürich,Bihalji-Merin,Oto,ger,NA,47.3744489,8.5410422
572407998,Das @siebenfache Licht,Schocken Verl.,Berlin,Bin-Gorion,Emanuel,ger,NA,52.5170365,13.3888599
572407998,Das @siebenfache Licht,Schocken Verl.,[Leipzig],Bin-Gorion,Emanuel,ger,NA,51.3406321,12.3747329
572407998,Das @siebenfache Licht,[C. Fr. @Fleischer],Berlin,Bin-Gorion,Emanuel,ger,NA,52.5170365,13.3888599
572407998,Das @siebenfache Licht,[C. Fr. @Fleischer],[Leipzig],Bin-Gorion,Emanuel,ger,NA,51.3406321,12.3747329
572408021,Die @Sagen der Juden,Schocken Verl.,Berlin,NA,NA,ger,NA,52.5170365,13.3888599
572408056,Binjan,Hechaluz,Berlin,NA,NA,ger,NA,52.5170365,13.3888599
572412835,Rufe,"Uitgeverij ""Messilo""",Antwerpen,Birnbaum,Nathan,ger,NA,51.2211097,4.3997081
572419643,Dimitroff,Verlagsgenossensch. ausländ. Arbeiter in d. UdSSR,Moskau,Blagoeva,Stela D.,ger,NA,55.7504461,37.6174943
572419643,Dimitroff,Verlagsgenossensch. ausländ. Arbeiter in d. UdSSR,Leningrad,Blagoeva,Stela D.,ger,NA,59.938732,30.316229
572423195,Innere Melodie,Schulthess,Zürich,Blass,Curt,ger,NA,47.3744489,8.5410422
572424647,Die @österreichischen Bundesländer in der demokratischen Republik,Verkauf,Jerusalem,Blaukopf,Kurt,ger,NA,31.79592425,35.21198075969497
572424671,Nationale Probleme der Österreichischen Geschichte,Verkauf,Jerusalem,Blaukopf,Kurt,ger,NA,31.79592425,35.21198075969497
572425724,Zeitgenössische Bildnisse,Allert de @Lange,Amsterdam,Blei,Franz,ger,NA,52.3727598,4.8936041
572430124,Erbschaft dieser Zeit,Oprecht & Helbling,Zürich,Bloch,Ernst,ger,NA,47.3744489,8.5410422
572430868,Lachen und Schmunzeln,Editorial Cosmopolita,Buenos Aires,Blochert,Maximilian,ger,NA,-34.6075682,-58.4370894
572435525,Die @Antwort,Meshdunarodnaja Kniga,Moskau,Blum,Klara,ger,NA,55.7504461,37.6174943
572435541,Erst recht!,Staatsverl. d. Nationalen Minderheiten d. USSR,Kiew,Blum,Klara,ger,NA,50.4500336,30.5241361
57243555X,Schlachtfeld und Erdball,Verl. f. Fremdsprachige Literatur,Moskau,Blum,Klara,ger,NA,55.7504461,37.6174943
572438702,Der @Pudel der Frau Barboni,Editoral Alemann,Buenos Aires,Bock,Werner,ger,NA,-34.6075682,-58.4370894
57244642X,Das @Unsagbare,Oprecht,Zürich,Böhm,Johanna,ger,NA,47.3744489,8.5410422
572447116,Helden der Kwuzah,Verl. Kedem,Berlin,Böhm,Salo,ger,NA,52.5170365,13.3888599
572470207,Topsy,Allert de @Lange,Amsterdam,Bonaparte,Marie,ger,NA,52.3727598,4.8936041
572470754,Erinnerungen an Stefan George,Bondi,Berlin,Bondi,Georg,ger,NA,52.5170365,13.3888599
572473826,Palästina,Deutsche Wissenschaftl. Buchh.,Leipzig,Bonne,Alfred,ger,NA,51.3406321,12.3747329
572477112,Napoleon ...,Éditions Omega,Genf,Bopp,Léon,ger,NA,46.2017559,6.1466014
572478348,Vereinigung durch den Feind hindurch,Bermann-Fischer,Wien,Borchardt,Rudolf,ger,NA,48.2083537,16.3725042
572480385,Der @Marsch des Fascismus,Allert de @Lange,Amsterdam,Borgese,Giuseppe Antonio,ger,NA,52.3727598,4.8936041
572481012,Das @Dorf ohne Sonne,Scientia,Zürich,Borrély,Maria,ger,NA,47.3744489,8.5410422
572482108,Graf Ciano,"Editorial ""Cosmopolita""",Buenos Aires,Borstendoerfer,Adolf,ger,NA,-34.6075682,-58.4370894
572486308,Kühles Grasland Mongolei,Büchergilde Gutenberg,Zürich,Bosshard,Walter,ger,NA,47.3744489,8.5410422
572488378,Lagunenstürme,Büchergilde Gutenberg,Zürich,Bowald,Fred,ger,NA,47.3744489,8.5410422
572488386,In den Sümpfen des Rio Nunez,Büchergilde Gutenberg,Zürich,Bowald,Fred,ger,NA,47.3744489,8.5410422
572494734,Niemandsland,Oprecht,Zürich,Brand,Renée,ger,NA,47.3744489,8.5410422
572494734,Niemandsland,Oprecht,New York,Brand,Renée,ger,NA,40.7127281,-74.0060152
572500181,Wege zur Freiheit,Neue Generation,Paris,Brandt,Peter,ger,NA,48.8588897,2.3200410217200766
572500955,Krieg in Norwegen,Europa Verl.,Zürich,Brandt,Willy,ger,NA,47.3744489,8.5410422
572500955,Krieg in Norwegen,Europa Verl.,New York,Brandt,Willy,ger,NA,40.7127281,-74.0060152
572501005,Der @zweite Weltkrieg,Komitee f. Demokrat. Wiederaufbau (SDU),Stockholm,Brandt,Willy,ger,NA,59.3251172,18.0710935
572502060,Österreichische Lyrik der Gegenwart,Saturn-Verl.,Wien,Brasch,Robert,ger,NA,48.2083537,16.3725042
572508115,Von Weimar zu Hitler,Europa-Verl.,New York,Braun,Otto,ger,NA,40.7127281,-74.0060152
572508123,Ein @Volk kehrt heim,Europ. Verl.,Wien,Braun,Otto,ger,NA,48.2083537,16.3725042
572508123,Ein @Volk kehrt heim,Europ. Verl.,Leipzig,Braun,Otto,ger,NA,51.3406321,12.3747329
572508123,Ein @Volk kehrt heim,Europ. Verl.,[Leipzig],Braun,Otto,ger,NA,51.3406321,12.3747329
572508123,Ein @Volk kehrt heim,[O. @Klemm],Wien,Braun,Otto,ger,NA,48.2083537,16.3725042
572508123,Ein @Volk kehrt heim,[O. @Klemm],Leipzig,Braun,Otto,ger,NA,51.3406321,12.3747329
572508123,Ein @Volk kehrt heim,[O. @Klemm],[Leipzig],Braun,Otto,ger,NA,51.3406321,12.3747329
572509146,Das @Braunbuch,Staatsdruckerei,Wien,NA,NA,ger,NA,48.2083537,16.3725042
572513372,Dreigroschenroman,Allert de @Lange,Amsterdam,Brecht,Bertolt,ger,NA,52.3727598,4.8936041
572513380,Dreigroschenroman,Verlagsgen. Ausländ. Arbeiter in d. UdSSR,Moskau,Brecht,Bertolt,ger,NA,55.7504461,37.6174943
572513380,Dreigroschenroman,Verlagsgen. Ausländ. Arbeiter in d. UdSSR,Leningrad,Brecht,Bertolt,ger,NA,59.938732,30.316229
57251350X,Furcht und Elend des III. [Dritten] Reiches,Aurora-Verl.,New York,Brecht,Bertolt,ger,NA,40.7127281,-74.0060152
572513607,Svendborger Gedichte,Malik-Verl.,London,Brecht,Bertolt,ger,NA,51.5073219,-0.1276474
572513674,Die @Gewehre der Frau Carrar,Malik-Verl.,London,Brecht,Bertolt,ger,NA,51.5073219,-0.1276474
572513895,"Lieder, Gedichte, Chöre",Éditions du Carrefour,Paris,Brecht,Bertolt,ger,NA,48.8588897,2.3200410217200766
572514247,Brechung der Zinsknechtschaft?,Wiener Volksbuchh.,Wien,NA,NA,ger,NA,48.2083537,16.3725042
572514549,Der @Auswanderer,Meshdunarodnaja Kniga (Das Internationale Buch),Moskau,Bredel,Willi,ger,NA,55.7504461,37.6174943
572514557,Begegnung am Ebro,Staatsverl. d. Nationalen Minderheiten d. USSR,Kiew,Bredel,Willi,ger,NA,50.4500336,30.5241361
572514840,Kurzgeschichten aus Hitlerdeutschland,Verl. f. fremdsprachige Literatur,Moskau,Bredel,Willi,ger,NA,55.7504461,37.6174943
572514875,Der @Moorbauer,Meshdunarodnaja Kniga. (Das Internationale Buch),Moskau,Bredel,Willi,ger,NA,55.7504461,37.6174943
572514913,Die @Prüfung,Verlagsgen. ausländ. Arbeiter in d. UdSSR,Moskau,Bredel,Willi,ger,NA,55.7504461,37.6174943
572514913,Die @Prüfung,Verlagsgen. ausländ. Arbeiter in d. UdSSR,Leningrad,Bredel,Willi,ger,NA,59.938732,30.316229
572515014,"Scharnhorst, Gneisenau, Clausewitz und die bürgerliche Revolution von 1789 [siebzehnhundertneunundachtzig]",Meshdunarodnaja Kniga [Das Internationale Buch],Moskau,Bredel,Willi,ger,NA,55.7504461,37.6174943
572515022,Nikolai Schtschors,Dt. Staatsverl.,Engels,Bredel,Willi,ger,NA,51.5013775,46.1233093
572515111,Der @Sonderführer,Verl. f. Fremdsprachige Literatur,Moskau,Bredel,Willi,ger,NA,55.7504461,37.6174943
572515138,Der @Spitzel und andere Erzählungen,Malik-Verl.,London,Bredel,Willi,ger,NA,51.5073219,-0.1276474
572515308,Das @Vermächtnis des Frontsoldaten,Verl. f. Fremdsprachige Literatur,Moskau,Bredel,Willi,ger,NA,55.7504461,37.6174943
572515324,Verwandte und Bekannte,Verl. f. Fremdsprachige Literatur,Moskau,Bredel,Willi,ger,NA,55.7504461,37.6174943
572515332,Verwandte und Bekannte,Verl. f. Fremdsprachige Literatur,Moskau,Bredel,Willi,ger,NA,55.7504461,37.6174943
572515332,Verwandte und Bekannte,Verl. f. Fremdsprachige Literatur,Moskau,Bredel,Willi,rus,NA,55.7504461,37.6174943
572525656,"""Wenn ich dein vergäße ...""","Verl. ""Alsatia""",Colmar,Brey,Henriette,ger,NA,48.0777517,7.3579641
572536739,Für das Rote Kreuz in Aethiopien,Büchergilde Gutenberg,Zürich,Brown,Sidney Hamlet,ger,NA,47.3744489,8.5410422
572541554,Februar-Ballade,Verl. Der Kampf,Prag,Brügel,Fritz,ger,NA,50.0874654,14.4212535
572541570,Gedichte aus Europa,Verl. Der Aufbruch,Zürich,Brügel,Fritz,ger,NA,47.3744489,8.5410422
572541570,Gedichte aus Europa,Verl. Der Aufbruch,[Zürich],Brügel,Fritz,ger,NA,47.3744489,8.5410422
572541570,Gedichte aus Europa,[Oprecht & Helbling],Zürich,Brügel,Fritz,ger,NA,47.3744489,8.5410422
572541570,Gedichte aus Europa,[Oprecht & Helbling],[Zürich],Brügel,Fritz,ger,NA,47.3744489,8.5410422
572549849,Unser Charakter oder Ich bin der Richtige!,"Verl. ""Die Liga""",Zürich,Brunner,Constantin,ger,NA,47.3744489,8.5410422
572549903,"Kunst, Philosophie, Mystik",Humanitas Verl.,Zürich,Brunner,Constantin,ger,NA,47.3744489,8.5410422
572550529,Die @Welt der Sterne,Büchergilde Gutenberg,Zürich,Brunner,William,ger,NA,47.3744489,8.5410422
572554559,Brief an Gandhi,Verl. Die Gestaltung,Zürich,Buber,Martin,ger,NA,47.3744489,8.5410422
572554575,Die @chassidischen Bücher,Schocken,Berlin,Buber,Martin,ger,NA,52.5170365,13.3888599
572554613,Die @Frage an den Einzelnen,Schocken,Berlin,Buber,Martin,ger,NA,52.5170365,13.3888599
572554613,Die @Frage an den Einzelnen,Schocken,[Leipzig],Buber,Martin,ger,NA,51.3406321,12.3747329
572554613,Die @Frage an den Einzelnen,[C. Fr. @Fleischer],Berlin,Buber,Martin,ger,NA,52.5170365,13.3888599
572554613,Die @Frage an den Einzelnen,[C. Fr. @Fleischer],[Leipzig],Buber,Martin,ger,NA,51.3406321,12.3747329
572554656,Kampf um Israel,Schocken,Berlin,Buber,Martin,ger,NA,52.5170365,13.3888599
572554699,Ekstatische Konfessionen,Schocken,Berlin,Buber,Martin,ger,NA,52.5170365,13.3888599
572554737,Der @große Maggid und seine Nachfolge,Schocken,Berlin,Buber,Martin,ger,NA,52.5170365,13.3888599
57255477X,Die @Schrift und ihre Verdeutschung,Schocken,Berlin,Buber,Martin,ger,NA,52.5170365,13.3888599
57255477X,Die @Schrift und ihre Verdeutschung,Schocken,[Leipzig],Buber,Martin,ger,NA,51.3406321,12.3747329
57255477X,Die @Schrift und ihre Verdeutschung,[C. Fr. @Fleischer],Berlin,Buber,Martin,ger,NA,52.5170365,13.3888599
57255477X,Die @Schrift und ihre Verdeutschung,[C. Fr. @Fleischer],[Leipzig],Buber,Martin,ger,NA,51.3406321,12.3747329
572554788,Die @Stunde und die Erkenntnis,Schocken,Berlin,Buber,Martin,ger,NA,52.5170365,13.3888599
572554788,Die @Stunde und die Erkenntnis,Schocken,[Leipzig],Buber,Martin,ger,NA,51.3406321,12.3747329
572554788,Die @Stunde und die Erkenntnis,[C. Fr. @Fleischer],Berlin,Buber,Martin,ger,NA,52.5170365,13.3888599
572554788,Die @Stunde und die Erkenntnis,[C. Fr. @Fleischer],[Leipzig],Buber,Martin,ger,NA,51.3406321,12.3747329
572557302,"Land der Hoffnung, Land der Trauer!",Scientia,Zürich,Buck,Pearl S.,ger,NA,47.3744489,8.5410422
572573057,Anstaltskinder,Imago Publishing,London,Burlingham,Dorothy T.,ger,NA,51.5073219,-0.1276474
572577699,Abriß einer österreichischen Wirtschaftsgeschichte,Verl. Jugend Voran,London,Buschbeck,Ernst H.,ger,NA,51.5073219,-0.1276474
572578911,Stanley in Afrika,Büchergilde Gutenberg,Zürich,Busoni,Rafaello,ger,NA,47.3744489,8.5410422
572581130,Der @Weg alles Fleisches,Büchergilde Gutenberg,Zürich,Butler,Samuel,ger,NA,47.3744489,8.5410422
572581688,Probleme und Aufgaben der österreichischen sozialistischen Emigration,Éditions La Lutte Socialiste,Paris,Buttinger,Joseph,ger,NA,48.8588897,2.3200410217200766
572588321,Descartes,Bermann-Fischer,Stockholm,Cassirer,Ernst,ger,NA,59.3251172,18.0710935
572591659,Archaische Plastik der Griechen,Büchergilde Gutenberg,Zürich,Charbonneaux,Jean,ger,NA,47.3744489,8.5410422
572597592,China im Kampf,Editions Prométhée,Strasbourg,NA,NA,ger,NA,48.584614,7.7507127
572608586,Grosse Zeitgenossen,Allert de @Lange,Amsterdam,Churchill,Winston,ger,NA,52.3727598,4.8936041
572608659,Schritt für Schritt,Allert de @Lange,Amsterdam,Churchill,Winston,ger,NA,52.3727598,4.8936041
572614586,Gedanken und Gespräche,Vita Nova Verl.,Luzern,Claudel,Paul,ger,NA,47.0505452,8.3054682
572614586,Gedanken und Gespräche,Vita Nova Verl.,[Leipzig],Claudel,Paul,ger,NA,51.3406321,12.3747329
572614586,Gedanken und Gespräche,[L. A. @Kittler],Luzern,Claudel,Paul,ger,NA,47.0505452,8.3054682
572614586,Gedanken und Gespräche,[L. A. @Kittler],[Leipzig],Claudel,Paul,ger,NA,51.3406321,12.3747329
572614667,Vom Wesen der holländischen Malerei,Bermann-Fischer,Wien,Claudel,Paul,ger,NA,48.2083537,16.3725042
572622171,Het @duitse concentratiekamp,H. J. @Paris,Amsterdam,Cohen,Élie Aron,dut,NA,52.3727598,4.8936041
572622708,Auswanderungs-Vorschriften für Juden in Deutschland,Jastrow,Berlin,Cohn,Heinz,ger,NA,52.5170365,13.3888599
572623054,Mirjams Wundergarten,Verlag Erwin Löwe,Berlin,Cohn-Richter,Setta,ger,NA,52.5170365,13.3888599
572636482,Ein @Mann namens Murray,Büchergilde Gutenberg,Zürich,Corcoran,William,ger,NA,47.3744489,8.5410422
572636547,Besinnung auf Mallarmé,[s. n.] @,[s. l.] @,Cordan,Wolfgang,ger,NA,35.575253849999996,-78.74237343499374
572636563,Gruss auf das Jahr 1948 [neunzehnhundertachtundvierzig],W. @Cordan,Santpoort,Cordan,Wolfgang,ger,NA,52.4332634,4.6401104
572636598,Das @Jahr der Schatten,Stols,Rijswijk,Cordan,Wolfgang,ger,NA,52.0446265,4.3188215
572636601,"Zum Jahreswechsel 1948 - 1949 [neunzehnhundertachtundvierzig, neunzehnhundertneunundvierzig]",W. @Cordan,[s. l.] @,Cordan,Wolfgang,ger,NA,35.575253849999996,-78.74237343499374
57263661X,Auf der Schwelle zum Jahre 1950,W. @Cordan,Ascona,Cordan,Wolfgang,ger,NA,46.1554222,8.7707865
572642253,Europa erwacht!,Paneuropa-Verl.,Zürich,Coudenhove-Kalergi,Richard Nicolaus,ger,NA,47.3744489,8.5410422
572642253,Europa erwacht!,Paneuropa-Verl.,Wien,Coudenhove-Kalergi,Richard Nicolaus,ger,NA,48.2083537,16.3725042
572642253,Europa erwacht!,Paneuropa-Verl.,Leipzig,Coudenhove-Kalergi,Richard Nicolaus,ger,NA,51.3406321,12.3747329
572642334,Judenhass von heute,Paneuropa-Verl.,Wien,Coudenhove-Kalergi,Richard Nicolaus,ger,NA,48.2083537,16.3725042
572642334,Judenhass von heute,Paneuropa-Verl.,Zürich,Coudenhove-Kalergi,Richard Nicolaus,ger,NA,47.3744489,8.5410422
572642342,Kommen die Vereinigten Staaten von Europa?,Paneuropa Verl.,Glarus,Coudenhove-Kalergi,Richard Nicolaus,ger,NA,47.0422116,9.0674041
572642482,"Totaler Staat, totaler Mensch",Paneuropa-Verl.,Glarus,Coudenhove-Kalergi,Richard Nicolaus,ger,NA,47.0422116,9.0674041
572646135,James Brodie,Büchergilde Gutenberg,Zürich,Cronin,Archibald J.,ger,NA,47.3744489,8.5410422
572646186,Die @Zitadelle,Büchergilde Gutenberg,Zürich,Cronin,Archibald J.,ger,NA,47.3744489,8.5410422
572646275,Die @Dame mit den Nelken,Scherz,Bern,Cronin,Archibald J.,ger,NA,46.9482713,7.4514512
572648464,Als Zivilist im polnischen Krieg,Allert de @Lange,Amsterdam,Csokor,Franz Theodor,ger,NA,52.3727598,4.8936041
572650353,Das @unbekannte Deutschland,Neutralitäts-Verl.,Amsterdam,Cuneus,Giovanni,ger,NA,52.3727598,4.8936041
572650353,Das @unbekannte Deutschland,Neutralitäts-Verl.,Stockholm,Cuneus,Giovanni,ger,NA,59.3251172,18.0710935
572650353,Das @unbekannte Deutschland,R°asunda,Amsterdam,Cuneus,Giovanni,ger,NA,52.3727598,4.8936041
572650353,Das @unbekannte Deutschland,R°asunda,Stockholm,Cuneus,Giovanni,ger,NA,59.3251172,18.0710935
572651031,Madame Curie,Bermann-Fischer,Stockholm,Curie,Eve,ger,NA,59.3251172,18.0710935
57265362X,Bilbāb jamīm,Schocken,Berlin,ʿAgnon,Shemuʾel Yosef,heb,NA,52.5170365,13.3888599
572655231,This Salzburg,Frick,Vienna,Czernin von und zu Chudenitz,Ferdinand,eng,NA,48.2083537,16.3725042
572657307,Nazi-Bastille Dachau,Internat. Zentrum f. Recht u. Freiheit in Deutschland,Paris,NA,NA,ger,NA,48.8588897,2.3200410217200766
